codigo_dealer,marca,metrica,mes,valor
100323,MINI,Retail,JUNIO,12.0
100323,MINI,Retail,JULIO,0.0
100323,MINI,Retail,AGOSTO,0.0
100323,MINI,Retail,SEPTIEMBRE,0.0
100323,MINI,Retail,OCTUBRE,0.0
100323,MINI,Retail,NOVIEMBRE,0.0
100323,MINI,Retail,DICIEMBRE,0.0
100873,MINI,Retail,ENERO,12.0
100873,MINI,Retail,FEBRERO,12.0
100873,MINI,Retail,MARZO,13.0
100873,MINI,Retail,ABRIL,12.0
100873,MINI,Retail,MAYO,13.0
100873,MINI,Retail,JUNIO,13.0
100873,MINI,Retail,JULIO,0.0
100873,MINI,Retail,AGOSTO,0.0
100873,MINI,Retail,SEPTIEMBRE,0.0
100873,MINI,Retail,OCTUBRE,0.0
100873,MINI,Retail,NOVIEMBRE,0.0
100873,MINI,Retail,DICIEMBRE,0.0
100389,MINI,Retail,ENERO,5.0
100389,MINI,Retail,FEBRERO,5.0
100389,MINI,Retail,MARZO,5.0
100389,MINI,Retail,ABRIL,5.0
100389,MINI,Retail,MAYO,5.0
100389,MINI,Retail,JUNIO,5.0
100389,MINI,Retail,JULIO,0.0
100389,MINI,Retail,AGOSTO,0.0
100389,MINI,Retail,SEPTIEMBRE,0.0
100389,MINI,Retail,OCTUBRE,0.0
100389,MINI,Retail,NOVIEMBRE,0.0
100389,MINI,Retail,DICIEMBRE,0.0
100738,MINI,Retail,ENERO,5.0
100738,MINI,Retail,FEBRERO,5.0
100738,MINI,Retail,MARZO,6.0
100738,MINI,Retail,ABRIL,5.0
100738,MINI,Retail,MAYO,5.0
100738,MINI,Retail,JUNIO,6.0
100738,MINI,Retail,JULIO,0.0
100738,MINI,Retail,AGOSTO,0.0
100738,MINI,Retail,SEPTIEMBRE,0.0
100738,MINI,Retail,OCTUBRE,0.0
100738,MINI,Retail,NOVIEMBRE,0.0
100738,MINI,Retail,DICIEMBRE,0.0
100213,MINI,Retail,ENERO,15.0
100213,MINI,Retail,FEBRERO,15.0
100213,MINI,Retail,MARZO,15.0
100213,MINI,Retail,ABRIL,15.0
100213,MINI,Retail,MAYO,15.0
100213,MINI,Retail,JUNIO,15.0
100213,MINI,Retail,JULIO,0.0
100213,MINI,Retail,AGOSTO,0.0
100213,MINI,Retail,SEPTIEMBRE,0.0
100213,MINI,Retail,OCTUBRE,0.0
100213,MINI,Retail,NOVIEMBRE,0.0
100213,MINI,Retail,DICIEMBRE,0.0
100319,MINI,Retail,ENERO,12.0
100319,MINI,Retail,FEBRERO,14.0
100319,MINI,Retail,MARZO,14.0
100319,MINI,Retail,ABRIL,12.0
100319,MINI,Retail,MAYO,14.0
100319,MINI,Retail,JUNIO,14.0
100319,MINI,Retail,JULIO,0.0
100319,MINI,Retail,AGOSTO,0.0
100319,MINI,Retail,SEPTIEMBRE,0.0
100319,MINI,Retail,OCTUBRE,0.0
100319,MINI,Retail,NOVIEMBRE,0.0
100319,MINI,Retail,DICIEMBRE,0.0
100349,MINI,Retail,ENERO,12.0
100349,MINI,Retail,FEBRERO,14.0
100349,MINI,Retail,MARZO,14.0
100349,MINI,Retail,ABRIL,12.0
100349,MINI,Retail,MAYO,14.0
100349,MINI,Retail,JUNIO,14.0
100349,MINI,Retail,JULIO,0.0
100349,MINI,Retail,AGOSTO,0.0
100349,MINI,Retail,SEPTIEMBRE,0.0
100349,MINI,Retail,OCTUBRE,0.0
100349,MINI,Retail,NOVIEMBRE,0.0
100349,MINI,Retail,DICIEMBRE,0.0
100917,MINI,Retail,ENERO,1.0
100917,MINI,Retail,FEBRERO,1.0
100917,MINI,Retail,MARZO,5.0
100917,MINI,Retail,ABRIL,6.0
100917,MINI,Retail,MAYO,6.0
100917,MINI,Retail,JUNIO,6.0
100917,MINI,Retail,JULIO,0.0
100917,MINI,Retail,AGOSTO,0.0
100917,MINI,Retail,SEPTIEMBRE,0.0
100917,MINI,Retail,OCTUBRE,0.0
100917,MINI,Retail,NOVIEMBRE,0.0
100917,MINI,Retail,DICIEMBRE,0.0
100726,MINI,Retail,ENERO,4.0
100726,MINI,Retail,FEBRERO,4.0
100726,MINI,Retail,MARZO,5.0
100726,MINI,Retail,ABRIL,4.0
100726,MINI,Retail,MAYO,5.0
100726,MINI,Retail,JUNIO,5.0
100726,MINI,Retail,JULIO,0.0
100726,MINI,Retail,AGOSTO,0.0
100726,MINI,Retail,SEPTIEMBRE,0.0
100726,MINI,Retail,OCTUBRE,0.0
100726,MINI,Retail,NOVIEMBRE,0.0
100726,MINI,Retail,DICIEMBRE,0.0
100307,MINI,Retail,ENERO,1.0
100307,MINI,Retail,FEBRERO,1.0
100307,MINI,Retail,MARZO,2.0
100307,MINI,Retail,ABRIL,1.0
100307,MINI,Retail,MAYO,1.0
100307,MINI,Retail,JUNIO,2.0
100307,MINI,Retail,JULIO,0.0
100307,MINI,Retail,AGOSTO,0.0
100307,MINI,Retail,SEPTIEMBRE,0.0
100307,MINI,Retail,OCTUBRE,0.0
100307,MINI,Retail,NOVIEMBRE,0.0
100307,MINI,Retail,DICIEMBRE,0.0
100380,MINI,Retail,ENERO,3.0
100380,MINI,Retail,FEBRERO,3.0
100380,MINI,Retail,MARZO,3.0
100380,MINI,Retail,ABRIL,3.0
100380,MINI,Retail,MAYO,4.0
100380,MINI,Retail,JUNIO,4.0
100380,MINI,Retail,JULIO,0.0
100380,MINI,Retail,AGOSTO,0.0
100380,MINI,Retail,SEPTIEMBRE,0.0
100380,MINI,Retail,OCTUBRE,0.0
100380,MINI,Retail,NOVIEMBRE,0.0
100380,MINI,Retail,DICIEMBRE,0.0
100418,MINI,Retail,ENERO,2.0
100418,MINI,Retail,FEBRERO,2.0
100418,MINI,Retail,MARZO,2.0
100418,MINI,Retail,ABRIL,2.0
100418,MINI,Retail,MAYO,2.0
100418,MINI,Retail,JUNIO,2.0
100418,MINI,Retail,JULIO,0.0
100418,MINI,Retail,AGOSTO,0.0
100418,MINI,Retail,SEPTIEMBRE,0.0
100418,MINI,Retail,OCTUBRE,0.0
100418,MINI,Retail,NOVIEMBRE,0.0
100418,MINI,Retail,DICIEMBRE,0.0
100730,MINI,Retail,ENERO,3.0
100730,MINI,Retail,FEBRERO,4.0
100730,MINI,Retail,MARZO,4.0
100730,MINI,Retail,ABRIL,4.0
100730,MINI,Retail,MAYO,4.0
100730,MINI,Retail,JUNIO,4.0
100730,MINI,Retail,JULIO,0.0
100730,MINI,Retail,AGOSTO,0.0
100730,MINI,Retail,SEPTIEMBRE,0.0
100730,MINI,Retail,OCTUBRE,0.0
100730,MINI,Retail,NOVIEMBRE,0.0
100730,MINI,Retail,DICIEMBRE,0.0
100764,MINI,Retail,ENERO,2.0
100764,MINI,Retail,FEBRERO,2.0
100764,MINI,Retail,MARZO,2.0
100764,MINI,Retail,ABRIL,2.0
100764,MINI,Retail,MAYO,2.0
100764,MINI,Retail,JUNIO,3.0
100764,MINI,Retail,JULIO,0.0
100764,MINI,Retail,AGOSTO,0.0
100764,MINI,Retail,SEPTIEMBRE,0.0
100764,MINI,Retail,OCTUBRE,0.0
100764,MINI,Retail,NOVIEMBRE,0.0
100764,MINI,Retail,DICIEMBRE,0.0
100120,MINI,Retail,ENERO,0.0
100120,MINI,Retail,FEBRERO,0.0
100120,MINI,Retail,MARZO,0.0
100120,MINI,Retail,ABRIL,0.0
100120,MINI,Retail,MAYO,0.0
100120,MINI,Retail,JUNIO,0.0
100120,MINI,Retail,JULIO,0.0
100120,MINI,Retail,AGOSTO,0.0
100120,MINI,Retail,SEPTIEMBRE,0.0
100120,MINI,Retail,OCTUBRE,0.0
100120,MINI,Retail,NOVIEMBRE,0.0
100120,MINI,Retail,DICIEMBRE,0.0
100146,MINI,Retail,ENERO,1.0
100146,MINI,Retail,FEBRERO,1.0
100146,MINI,Retail,MARZO,1.0
100146,MINI,Retail,ABRIL,1.0
100146,MINI,Retail,MAYO,1.0
100146,MINI,Retail,JUNIO,2.0
100146,MINI,Retail,JULIO,0.0
100146,MINI,Retail,AGOSTO,0.0
100146,MINI,Retail,SEPTIEMBRE,0.0
100146,MINI,Retail,OCTUBRE,0.0
100146,MINI,Retail,NOVIEMBRE,0.0
100146,MINI,Retail,DICIEMBRE,0.0
100155,MINI,Retail,ENERO,2.0
100155,MINI,Retail,FEBRERO,2.0
100155,MINI,Retail,MARZO,2.0
100155,MINI,Retail,ABRIL,2.0
100155,MINI,Retail,MAYO,2.0
100155,MINI,Retail,JUNIO,2.0
100155,MINI,Retail,JULIO,0.0
100155,MINI,Retail,AGOSTO,0.0
100155,MINI,Retail,SEPTIEMBRE,0.0
100155,MINI,Retail,OCTUBRE,0.0
100155,MINI,Retail,NOVIEMBRE,0.0
100155,MINI,Retail,DICIEMBRE,0.0
100304,MINI,Retail,ENERO,5.0
100304,MINI,Retail,FEBRERO,5.0
100304,MINI,Retail,MARZO,5.0
100304,MINI,Retail,ABRIL,5.0
100304,MINI,Retail,MAYO,5.0
100304,MINI,Retail,JUNIO,5.0
100304,MINI,Retail,JULIO,0.0
100304,MINI,Retail,AGOSTO,0.0
100304,MINI,Retail,SEPTIEMBRE,0.0
100304,MINI,Retail,OCTUBRE,0.0
100304,MINI,Retail,NOVIEMBRE,0.0
100304,MINI,Retail,DICIEMBRE,0.0
100346,MINI,Retail,ENERO,2.0
100346,MINI,Retail,FEBRERO,3.0
100346,MINI,Retail,MARZO,3.0
100346,MINI,Retail,ABRIL,3.0
100346,MINI,Retail,MAYO,3.0
100346,MINI,Retail,JUNIO,3.0
100346,MINI,Retail,JULIO,3.0
100346,MINI,Retail,AGOSTO,3.0
100346,MINI,Retail,SEPTIEMBRE,3.0
100346,MINI,Retail,OCTUBRE,3.0
100346,MINI,Retail,NOVIEMBRE,3.0
100346,MINI,Retail,DICIEMBRE,3.0
100571,MINI,Retail,ENERO,1.0
100571,MINI,Retail,FEBRERO,1.0
100571,MINI,Retail,MARZO,1.0
100571,MINI,Retail,ABRIL,1.0
100571,MINI,Retail,MAYO,1.0
100571,MINI,Retail,JUNIO,1.0
100571,MINI,Retail,JULIO,0.0
100571,MINI,Retail,AGOSTO,0.0
100571,MINI,Retail,SEPTIEMBRE,0.0
100571,MINI,Retail,OCTUBRE,0.0
100571,MINI,Retail,NOVIEMBRE,0.0
100571,MINI,Retail,DICIEMBRE,0.0
100015,MINI,Retail,ENERO,3.0
100015,MINI,Retail,FEBRERO,3.0
100015,MINI,Retail,MARZO,3.0
100015,MINI,Retail,ABRIL,3.0
100015,MINI,Retail,MAYO,4.0
100015,MINI,Retail,JUNIO,4.0
100015,MINI,Retail,JULIO,3.0
100015,MINI,Retail,AGOSTO,2.0
100015,MINI,Retail,SEPTIEMBRE,3.0
100015,MINI,Retail,OCTUBRE,3.0
100015,MINI,Retail,NOVIEMBRE,3.0
100015,MINI,Retail,DICIEMBRE,3.0
100190,MINI,Retail,ENERO,3.0
100190,MINI,Retail,FEBRERO,3.0
100190,MINI,Retail,MARZO,4.0
100190,MINI,Retail,ABRIL,4.0
100190,MINI,Retail,MAYO,4.0
100190,MINI,Retail,JUNIO,4.0
100190,MINI,Retail,JULIO,4.0
100190,MINI,Retail,AGOSTO,2.0
100190,MINI,Retail,SEPTIEMBRE,4.0
100190,MINI,Retail,OCTUBRE,4.0
100190,MINI,Retail,NOVIEMBRE,4.0
100190,MINI,Retail,DICIEMBRE,4.0
100379,MINI,Retail,ENERO,5.0
100379,MINI,Retail,FEBRERO,5.0
100379,MINI,Retail,MARZO,5.0
100379,MINI,Retail,ABRIL,5.0
100379,MINI,Retail,MAYO,5.0
100379,MINI,Retail,JUNIO,5.0
100379,MINI,Retail,JULIO,4.0
100379,MINI,Retail,AGOSTO,4.0
100379,MINI,Retail,SEPTIEMBRE,4.0
100379,MINI,Retail,OCTUBRE,4.0
100379,MINI,Retail,NOVIEMBRE,4.0
100379,MINI,Retail,DICIEMBRE,4.0
100410,MINI,Retail,ENERO,7.0
100410,MINI,Retail,FEBRERO,7.0
100410,MINI,Retail,MARZO,8.0
100410,MINI,Retail,ABRIL,7.0
100410,MINI,Retail,MAYO,8.0
100410,MINI,Retail,JUNIO,8.0
100410,MINI,Retail,JULIO,0.0
100410,MINI,Retail,AGOSTO,0.0
100410,MINI,Retail,SEPTIEMBRE,0.0
100410,MINI,Retail,OCTUBRE,0.0
100410,MINI,Retail,NOVIEMBRE,0.0
100410,MINI,Retail,DICIEMBRE,0.0
100739,MINI,Retail,ENERO,1.0
100739,MINI,Retail,FEBRERO,1.0
100739,MINI,Retail,MARZO,2.0
100739,MINI,Retail,ABRIL,2.0
100739,MINI,Retail,MAYO,2.0
100739,MINI,Retail,JUNIO,2.0
100739,MINI,Retail,JULIO,2.0
100739,MINI,Retail,AGOSTO,1.0
100739,MINI,Retail,SEPTIEMBRE,2.0
100739,MINI,Retail,OCTUBRE,2.0
100739,MINI,Retail,NOVIEMBRE,2.0
100739,MINI,Retail,DICIEMBRE,2.0
100348,MINI,Retail,ENERO,5.0
100348,MINI,Retail,FEBRERO,5.0
100348,MINI,Retail,MARZO,5.0
100348,MINI,Retail,ABRIL,5.0
100348,MINI,Retail,MAYO,5.0
100348,MINI,Retail,JUNIO,5.0
100348,MINI,Retail,JULIO,0.0
100348,MINI,Retail,AGOSTO,0.0
100348,MINI,Retail,SEPTIEMBRE,0.0
100348,MINI,Retail,OCTUBRE,0.0
100348,MINI,Retail,NOVIEMBRE,0.0
100348,MINI,Retail,DICIEMBRE,0.0
100585,MINI,Retail,ENERO,0.0
100585,MINI,Retail,FEBRERO,0.0
100585,MINI,Retail,MARZO,0.0
100585,MINI,Retail,ABRIL,0.0
100585,MINI,Retail,MAYO,0.0
100585,MINI,Retail,JUNIO,0.0
100585,MINI,Retail,JULIO,1.0
100585,MINI,Retail,AGOSTO,1.0
100585,MINI,Retail,SEPTIEMBRE,1.0
100585,MINI,Retail,OCTUBRE,1.0
100585,MINI,Retail,NOVIEMBRE,1.0
100585,MINI,Retail,DICIEMBRE,1.0
100727,MINI,Retail,ENERO,2.0
100727,MINI,Retail,FEBRERO,2.0
100727,MINI,Retail,MARZO,3.0
100727,MINI,Retail,ABRIL,2.0
100727,MINI,Retail,MAYO,3.0
100727,MINI,Retail,JUNIO,3.0
100727,MINI,Retail,JULIO,0.0
100727,MINI,Retail,AGOSTO,0.0
100727,MINI,Retail,SEPTIEMBRE,0.0
100727,MINI,Retail,OCTUBRE,0.0
100727,MINI,Retail,NOVIEMBRE,0.0
100727,MINI,Retail,DICIEMBRE,0.0
100728,MINI,Retail,ENERO,9.0
100728,MINI,Retail,FEBRERO,9.0
100728,MINI,Retail,MARZO,9.0
100728,MINI,Retail,ABRIL,9.0
100728,MINI,Retail,MAYO,9.0
100728,MINI,Retail,JUNIO,10.0
100728,MINI,Retail,JULIO,13.0
100728,MINI,Retail,AGOSTO,11.0
100728,MINI,Retail,SEPTIEMBRE,13.0
100728,MINI,Retail,OCTUBRE,13.0
100728,MINI,Retail,NOVIEMBRE,13.0
100728,MINI,Retail,DICIEMBRE,13.0
100817,MINI,Retail,ENERO,11.0
100817,MINI,Retail,FEBRERO,12.0
100817,MINI,Retail,MARZO,12.0
100817,MINI,Retail,ABRIL,11.0
100817,MINI,Retail,MAYO,12.0
100817,MINI,Retail,JUNIO,12.0
100817,MINI,Retail,JULIO,13.0
100817,MINI,Retail,AGOSTO,13.0
100817,MINI,Retail,SEPTIEMBRE,13.0
100817,MINI,Retail,OCTUBRE,13.0
100817,MINI,Retail,NOVIEMBRE,13.0
100817,MINI,Retail,DICIEMBRE,13.0
100909,MINI,Retail,ENERO,10.0
100909,MINI,Retail,FEBRERO,10.0
100909,MINI,Retail,MARZO,10.0
100909,MINI,Retail,ABRIL,10.0
100909,MINI,Retail,MAYO,10.0
100909,MINI,Retail,JUNIO,10.0
100909,MINI,Retail,JULIO,0.0
100909,MINI,Retail,AGOSTO,0.0
100909,MINI,Retail,SEPTIEMBRE,0.0
100909,MINI,Retail,OCTUBRE,0.0
100909,MINI,Retail,NOVIEMBRE,0.0
100909,MINI,Retail,DICIEMBRE,0.0
100572,MINI,Retail,ENERO,22.0
100572,MINI,Retail,FEBRERO,22.0
100572,MINI,Retail,MARZO,23.0
100572,MINI,Retail,ABRIL,22.0
100572,MINI,Retail,MAYO,23.0
100572,MINI,Retail,JUNIO,23.0
100572,MINI,Retail,JULIO,0.0
100572,MINI,Retail,AGOSTO,0.0
100572,MINI,Retail,SEPTIEMBRE,0.0
100572,MINI,Retail,OCTUBRE,0.0
100572,MINI,Retail,NOVIEMBRE,0.0
100572,MINI,Retail,DICIEMBRE,0.0
100002,MINI,Retail,ENERO,7.0
100002,MINI,Retail,FEBRERO,7.0
100002,MINI,Retail,MARZO,7.0
100002,MINI,Retail,ABRIL,7.0
100002,MINI,Retail,MAYO,7.0
100002,MINI,Retail,JUNIO,7.0
100002,MINI,Retail,JULIO,0.0
100002,MINI,Retail,AGOSTO,0.0
100002,MINI,Retail,SEPTIEMBRE,0.0
100002,MINI,Retail,OCTUBRE,0.0
100002,MINI,Retail,NOVIEMBRE,0.0
100002,MINI,Retail,DICIEMBRE,0.0
100062,MINI,Retail,ENERO,9.0
100062,MINI,Retail,FEBRERO,9.0
100062,MINI,Retail,MARZO,9.0
100062,MINI,Retail,ABRIL,9.0
100062,MINI,Retail,MAYO,9.0
100062,MINI,Retail,JUNIO,10.0
100062,MINI,Retail,JULIO,0.0
100062,MINI,Retail,AGOSTO,0.0
100062,MINI,Retail,SEPTIEMBRE,0.0
100062,MINI,Retail,OCTUBRE,0.0
100062,MINI,Retail,NOVIEMBRE,0.0
100062,MINI,Retail,DICIEMBRE,0.0
100206,MINI,Retail,ENERO,8.0
100206,MINI,Retail,FEBRERO,9.0
100206,MINI,Retail,MARZO,9.0
100206,MINI,Retail,ABRIL,8.0
100206,MINI,Retail,MAYO,9.0
100206,MINI,Retail,JUNIO,9.0
100206,MINI,Retail,JULIO,0.0
100206,MINI,Retail,AGOSTO,0.0
100206,MINI,Retail,SEPTIEMBRE,0.0
100206,MINI,Retail,OCTUBRE,0.0
100206,MINI,Retail,NOVIEMBRE,0.0
100206,MINI,Retail,DICIEMBRE,0.0
100394,MINI,Retail,ENERO,2.0
100394,MINI,Retail,FEBRERO,2.0
100394,MINI,Retail,MARZO,3.0
100394,MINI,Retail,ABRIL,2.0
100394,MINI,Retail,MAYO,3.0
100394,MINI,Retail,JUNIO,3.0
100394,MINI,Retail,JULIO,0.0
100394,MINI,Retail,AGOSTO,0.0
100394,MINI,Retail,SEPTIEMBRE,0.0
100394,MINI,Retail,OCTUBRE,0.0
100394,MINI,Retail,NOVIEMBRE,0.0
100394,MINI,Retail,DICIEMBRE,0.0
100468,MINI,Retail,ENERO,4.0
100468,MINI,Retail,FEBRERO,4.0
100468,MINI,Retail,MARZO,5.0
100468,MINI,Retail,ABRIL,4.0
100468,MINI,Retail,MAYO,4.0
100468,MINI,Retail,JUNIO,5.0
100468,MINI,Retail,JULIO,0.0
100468,MINI,Retail,AGOSTO,0.0
100468,MINI,Retail,SEPTIEMBRE,0.0
100468,MINI,Retail,OCTUBRE,0.0
100468,MINI,Retail,NOVIEMBRE,0.0
100468,MINI,Retail,DICIEMBRE,0.0
100734,MINI,Retail,ENERO,21.0
100734,MINI,Retail,FEBRERO,22.0
100734,MINI,Retail,MARZO,22.0
100734,MINI,Retail,ABRIL,21.0
100734,MINI,Retail,MAYO,22.0
100734,MINI,Retail,JUNIO,22.0
100734,MINI,Retail,JULIO,0.0
100734,MINI,Retail,AGOSTO,0.0
100734,MINI,Retail,SEPTIEMBRE,0.0
100734,MINI,Retail,OCTUBRE,0.0
100734,MINI,Retail,NOVIEMBRE,0.0
100734,MINI,Retail,DICIEMBRE,0.0
100311,MINI,Retail,ENERO,6.0
100311,MINI,Retail,FEBRERO,6.0
100311,MINI,Retail,MARZO,6.0
100311,MINI,Retail,ABRIL,7.0
100311,MINI,Retail,MAYO,7.0
100311,MINI,Retail,JUNIO,8.0
100311,MINI,Retail,JULIO,8.0
100311,MINI,Retail,AGOSTO,4.0
100311,MINI,Retail,SEPTIEMBRE,8.0
100311,MINI,Retail,OCTUBRE,8.0
100311,MINI,Retail,NOVIEMBRE,8.0
100311,MINI,Retail,DICIEMBRE,8.0
100393,MINI,Retail,ENERO,6.0
100393,MINI,Retail,FEBRERO,7.0
100393,MINI,Retail,MARZO,7.0
100393,MINI,Retail,ABRIL,6.0
100393,MINI,Retail,MAYO,7.0
100393,MINI,Retail,JUNIO,7.0
100393,MINI,Retail,JULIO,0.0
100393,MINI,Retail,AGOSTO,0.0
100393,MINI,Retail,SEPTIEMBRE,0.0
100393,MINI,Retail,OCTUBRE,0.0
100393,MINI,Retail,NOVIEMBRE,0.0
100393,MINI,Retail,DICIEMBRE,0.0
100586,MINI,Retail,ENERO,13.0
100586,MINI,Retail,FEBRERO,13.0
100586,MINI,Retail,MARZO,14.0
100586,MINI,Retail,ABRIL,13.0
100586,MINI,Retail,MAYO,13.0
100586,MINI,Retail,JUNIO,14.0
100586,MINI,Retail,JULIO,0.0
100586,MINI,Retail,AGOSTO,0.0
100586,MINI,Retail,SEPTIEMBRE,0.0
100586,MINI,Retail,OCTUBRE,0.0
100586,MINI,Retail,NOVIEMBRE,0.0
100586,MINI,Retail,DICIEMBRE,0.0
100813,MINI,Retail,ENERO,4.0
100813,MINI,Retail,FEBRERO,4.0
100813,MINI,Retail,MARZO,4.0
100813,MINI,Retail,ABRIL,4.0
100813,MINI,Retail,MAYO,4.0
100813,MINI,Retail,JUNIO,5.0
100813,MINI,Retail,JULIO,0.0
100813,MINI,Retail,AGOSTO,0.0
100813,MINI,Retail,SEPTIEMBRE,0.0
100813,MINI,Retail,OCTUBRE,0.0
100813,MINI,Retail,NOVIEMBRE,0.0
100813,MINI,Retail,DICIEMBRE,0.0
100344,MINI,Retail,ENERO,7.0
100344,MINI,Retail,FEBRERO,7.0
100344,MINI,Retail,MARZO,7.0
100344,MINI,Retail,ABRIL,8.0
100344,MINI,Retail,MAYO,8.0
100344,MINI,Retail,JUNIO,8.0
100344,MINI,Retail,JULIO,0.0
100344,MINI,Retail,AGOSTO,0.0
100344,MINI,Retail,SEPTIEMBRE,0.0
100344,MINI,Retail,OCTUBRE,0.0
100344,MINI,Retail,NOVIEMBRE,0.0
100344,MINI,Retail,DICIEMBRE,0.0
100422,MINI,Retail,ENERO,2.0
100422,MINI,Retail,FEBRERO,3.0
100422,MINI,Retail,MARZO,3.0
100422,MINI,Retail,ABRIL,3.0
100422,MINI,Retail,MAYO,3.0
100422,MINI,Retail,JUNIO,3.0
100422,MINI,Retail,JULIO,0.0
100422,MINI,Retail,AGOSTO,0.0
100422,MINI,Retail,SEPTIEMBRE,0.0
100422,MINI,Retail,OCTUBRE,0.0
100422,MINI,Retail,NOVIEMBRE,0.0
100422,MINI,Retail,DICIEMBRE,0.0
100549,MINI,Retail,ENERO,2.0
100549,MINI,Retail,FEBRERO,2.0
100549,MINI,Retail,MARZO,2.0
100549,MINI,Retail,ABRIL,2.0
100549,MINI,Retail,MAYO,2.0
100549,MINI,Retail,JUNIO,2.0
100549,MINI,Retail,JULIO,0.0
100549,MINI,Retail,AGOSTO,0.0
100549,MINI,Retail,SEPTIEMBRE,0.0
100549,MINI,Retail,OCTUBRE,0.0
100549,MINI,Retail,NOVIEMBRE,0.0
100549,MINI,Retail,DICIEMBRE,0.0
100589,MINI,Retail,ENERO,6.0
100589,MINI,Retail,FEBRERO,6.0
100589,MINI,Retail,MARZO,6.0
100589,MINI,Retail,ABRIL,6.0
100589,MINI,Retail,MAYO,6.0
100589,MINI,Retail,JUNIO,6.0
100589,MINI,Retail,JULIO,0.0
100589,MINI,Retail,AGOSTO,0.0
100589,MINI,Retail,SEPTIEMBRE,0.0
100589,MINI,Retail,OCTUBRE,0.0
100589,MINI,Retail,NOVIEMBRE,0.0
100589,MINI,Retail,DICIEMBRE,0.0
100819,MINI,Retail,ENERO,2.0
100819,MINI,Retail,FEBRERO,2.0
100819,MINI,Retail,MARZO,2.0
100819,MINI,Retail,ABRIL,3.0
100819,MINI,Retail,MAYO,3.0
100819,MINI,Retail,JUNIO,3.0
100819,MINI,Retail,JULIO,0.0
100819,MINI,Retail,AGOSTO,0.0
100819,MINI,Retail,SEPTIEMBRE,0.0
100819,MINI,Retail,OCTUBRE,0.0
100819,MINI,Retail,NOVIEMBRE,0.0
100819,MINI,Retail,DICIEMBRE,0.0
100881,MINI,Retail,ENERO,4.0
100881,MINI,Retail,FEBRERO,4.0
100881,MINI,Retail,MARZO,4.0
100881,MINI,Retail,ABRIL,4.0
100881,MINI,Retail,MAYO,4.0
100881,MINI,Retail,JUNIO,5.0
100881,MINI,Retail,JULIO,0.0
100881,MINI,Retail,AGOSTO,0.0
100881,MINI,Retail,SEPTIEMBRE,0.0
100881,MINI,Retail,OCTUBRE,0.0
100881,MINI,Retail,NOVIEMBRE,0.0
100881,MINI,Retail,DICIEMBRE,0.0
12345,MINI,Retail,ENERO,0.0
12345,MINI,Retail,FEBRERO,0.0
12345,MINI,Retail,MARZO,0.0
12345,MINI,Retail,ABRIL,0.0
12345,MINI,Retail,MAYO,0.0
12345,MINI,Retail,JUNIO,0.0
12345,MINI,Retail,JULIO,0.0
12345,MINI,Retail,AGOSTO,0.0
12345,MINI,Retail,SEPTIEMBRE,0.0
12345,MINI,Retail,OCTUBRE,0.0
12345,MINI,Retail,NOVIEMBRE,0.0
12345,MINI,Retail,DICIEMBRE,0.0
